	version_1	version_2	version_3
3724	8350.t03788	9629.t03802	11667.t03787
3725	8350.t03790	9629.t03804	11667.t03789
3726	8350.t03791	9629.t03805	11667.t03790
3727	8350.t03792	9629.t03806	11667.t03791
3728	8350.t03793	9629.t03807	11667.t03792
3729	8350.t03794	9629.t03808	11667.t03793
3730	8350.t03795	9629.t03809	11667.t03794
3731	8350.t03796	9629.t03810	11667.t03795
3732	8350.t03797	9629.t03811	11667.t03796
3733	8350.t03798	9629.t03812	11667.t03797
3734	8350.t03799	9629.t03813	11667.t03798
3735	8350.t03800	9629.t03814	11667.t03799
3736	8350.t03801	9629.t03815	11667.t03800
3737	8350.t03802	9629.t03816	11667.t03801
3738	8350.t03803	9629.t03817	11667.t03802
3739	8350.t03804	9629.t03818	11667.t03803
3740	8350.t03805	9629.t03819	11667.t03804
3741	8350.t03806	9629.t03820	11667.t03805
3742	8350.t03807	9629.t03821	11667.t03806
3743	8350.t03808	9629.t03822	11667.t03807
3744	8350.t03809	9629.t03823	11667.t03808
3745	8350.t03810	9629.t03824	11667.t03809
3746	8350.t03811	9629.t03825	11667.t03810
3747	8350.t03812	9629.t03826	11667.t03811
3748	8350.t03813	9629.t03827	11667.t03812
3749	8350.t03814	9629.t03828	11667.t03813
3750	8350.t03815	9629.t03829	11667.t03814
3751	8350.t03816	9629.t03830	11667.t03815
3752	8350.t03817	9629.t03831	11667.t03816
3753	8350.t03818	9629.t03832	11667.t03817
3754	8350.t03819	9629.t03833	11667.t03818
3755	8350.t03820	9629.t03834	11667.t03819
3756	8350.t03821	9629.t03835	11667.t03820
3757	8350.t03822	9629.t03836	11667.t03821
3758	8350.t03823	9629.t03837	11667.t03822
3759	8350.t03824	9629.t03838	11667.t03823
3760	8350.t03825	9629.t03839	11667.t03824
3761	8350.t03826	9629.t03840	11667.t03825
3762	8350.t03827	9629.t03841	11667.t03826
3763	8350.t03828	9629.t03842	11667.t03827
3764	8350.t03829	9629.t03843	11667.t03828
3765	8350.t03830	9629.t03844	11667.t03829
3766	8350.t03831	9629.t03845	11667.t03830
3767	8350.t03832	9629.t03846	11667.t03831
3768	8350.t03833	9629.t03847	11667.t03832
3769	8350.t03834	9629.t03848	11667.t03833
3770	8350.t03835	9629.t03849	11667.t03834
3771	8350.t03836	9629.t03850	11667.t03835
3772	8350.t03837	9629.t03851	11667.t03836
3773	8350.t03838	9629.t03852	11667.t03837
3774	8350.t03839	9629.t03853	11667.t03838
3775	8350.t03840	9629.t03854	11667.t03839
3776	8350.t03841	9629.t03855	11667.t03840
3777	8350.t03842	9629.t03856	11667.t03841
3778	8350.t03843	9629.t03857	11667.t03842
3779	8350.t03844	9629.t03858	11667.t03843
3780	8350.t03845	9629.t03859	11667.t03844
3781	8350.t03846	9629.t03860	11667.t03845
3782	8350.t03847	9629.t03861	11667.t03846
3783	8350.t03848	9629.t03862	11667.t03847
3784	8350.t03849	9629.t03863	11667.t03848
3785	8350.t03850	9629.t03864	11667.t03849
3786	8350.t03851	9629.t03865	11667.t03850
3787	8350.t03852	9629.t03866	11667.t03851
3788	8350.t03853	9629.t03867	11667.t03852
3789	8350.t03854	9629.t03868	11667.t03853
3790	8350.t03855	9629.t03869	11667.t03854
3791	8350.t03857	9629.t03871	11667.t03855
3792	8350.t03858	9629.t03872	11667.t03856
3793	8350.t03859	9629.t03873	11667.t03857
3794	8350.t03860	9629.t03874	11667.t03858
3795	8350.t03861	9629.t03875	11667.t03859
3796	8350.t03862	9629.t03876	11667.t03860
3797	8350.t03863	9629.t03877	11667.t03861
3798	8350.t03864	9629.t03878	11667.t03862
3799	8350.t03865	9629.t03879	11667.t03863
3800	8350.t03866	9629.t03880	11667.t03864
3801	8350.t03867	9629.t03881	11667.t03865
3802	8350.t03868	9629.t03882	11667.t03866
3803	8350.t03869	9629.t03883	11667.t03867
3804	8350.t03870	9629.t03884	11667.t03868
3805	8350.t03871	9629.t03885	11667.t03869
3806	8350.t03872	9629.t03886	11667.t03870
3807	8350.t03873	9629.t03887	11667.t03871
3808	8350.t03874	9629.t03888	11667.t03872
3809	8350.t03875	9629.t03889	11667.t03873
3810	8350.t03876	9629.t03890	11667.t03874
3811	8350.t03877	9629.t03891	11667.t03875
3812	8350.t03878	9629.t03892	11667.t03876
3813	8350.t03879	9629.t03893	11667.t03877
3814	8350.t03880	9629.t03894	11667.t03878
3815	8350.t03881	9629.t03895	11667.t03879
3816	8350.t03882	9629.t03896	11667.t03880
3817	8350.t03883	9629.t03897	11667.t03881
3818	8350.t03884	9629.t03898	11667.t03882
3819	8350.t03885	9629.t03899	11667.t03883
3820	8350.t03886	9629.t03900	11667.t03884
3821	8350.t03887	9629.t03901	11667.t03885
3822	8350.t03888	9629.t03902	11667.t03886
3823	8350.t03889	9629.t03903	11667.t03887
3824	8350.t03890	9629.t03904	11667.t03888
3825	8350.t03891	9629.t03905	11667.t03889
3826	8350.t03892	9629.t03906	11667.t03890
3827	8350.t03893	9629.t03907	11667.t03891
3828	8350.t03894	9629.t03908	11667.t03892
3829	8350.t03895	9629.t03909	11667.t03893
3830	8350.t03896	9629.t03910	
3831	8350.t03897	9629.t03911	11667.t03894
3832	8350.t03898	9629.t03912	11667.t03895
3833	8350.t03899	9629.t03913	11667.t03896
3834	8350.t03900	9629.t03914	11667.t03897
3835	8350.t03901	9629.t03915	11667.t03898
3836	8350.t03902	9629.t03916	11667.t03899
3837	8350.t03903	9629.t03917	11667.t03900
3838	8350.t03904	9629.t03918	11667.t03901
3839	8350.t03905	9629.t03919	11667.t03902
3840	8350.t03906	9629.t03920	11667.t03903
3841	8350.t03907	9629.t03921	11667.t03904
3842	8350.t03908	9629.t03922	11667.t03905
3843	8350.t03909	9629.t03923	11667.t03906
3844	8350.t03910	9629.t03924	11667.t03907
3845	8350.t03911	9629.t03925	11667.t03908
3846	8350.t03912	9629.t03926	11667.t03909
3847	8350.t03913	9629.t03927	11667.t03910
3848	8350.t03914	9629.t03928	11667.t03911
3849	8350.t03915	9629.t03929	11667.t03912
3850	8350.t03916	9629.t03930	11667.t03913
3851	8350.t03917	9629.t03931	11667.t03914
3852	8350.t03918	9629.t03932	11667.t03915
3853	8350.t03919	9629.t03933	11667.t03916
3854	8350.t03920	9629.t03934	11667.t03917
3855	8350.t03921	9629.t03935	11667.t03918
3856	8350.t03922	9629.t03936	11667.t03919
3857	8350.t03923	9629.t03937	11667.t03920
3858	8350.t03924	9629.t03938	11667.t03921
3859	8350.t03925	9629.t03939	11667.t03922
3860	8350.t03926	9629.t03940	11667.t03923
3861	8350.t03927	9629.t03941	11667.t03924
3862	8350.t03928	9629.t03942	11667.t03925
3863	8350.t03929	9629.t03943	11667.t03926
3864	8350.t03930	9629.t03944	11667.t03927
3865	8350.t03931	9629.t03945	11667.t03928
3866	8350.t03932	9629.t03946	11667.t03929
3867	8350.t03933	9629.t03947	11667.t03930
3868	8350.t03934	9629.t03948	11667.t03931
3869	8350.t03935	9629.t03949	11667.t03932
3870	8350.t03936	9629.t03950	11667.t03933
3871	8350.t03937	9629.t03951	11667.t03934
3872	8350.t03938	9629.t03952	11667.t03935
3873	8350.t03939	9629.t03953	11667.t03936
3874	8350.t03940	9629.t03954	11667.t03937
3875	8350.t03941	9629.t03955	11667.t03938
3876	8350.t03942	9629.t03956	11667.t03939
3877	8350.t03943	9629.t03957	11667.t03940
3878	8350.t03944	9629.t03958	11667.t03941
3879	8350.t03945	9629.t03959	11667.t03942
3880	8350.t03946	9629.t03960	11667.t03943
3881	8350.t03947	9629.t03961	11667.t03944
3882	8350.t03948	9629.t03962	11667.t03945
3883	8350.t03949	9629.t03963	11667.t03946
3884	8350.t03950	9629.t03964	11667.t03947
3885	8350.t03951	9629.t03965	11667.t03948
3886	8350.t03952	9629.t03966	11667.t03949
3887	8350.t03953	9629.t03967	11667.t03950
3888	8350.t03954	9629.t03968	11667.t03951
3889	8350.t03955	9629.t03969	11667.t03952
3890	8350.t03956	9629.t03970	11667.t03953
3891	8350.t03957	9629.t03971	11667.t03954
3892	8350.t03958	9629.t03972	11667.t03955
3893	8350.t03959	9629.t03973	11667.t03956
3894	8350.t03960	9629.t03974	11667.t03957
3895	8350.t03961	9629.t03975	11667.t03958
3896	8350.t03962	9629.t03976	11667.t03959
3897	8350.t03963	9629.t03977	11667.t03960
3898	8350.t03964	9629.t03978	11667.t03961
3899	8350.t03965	9629.t03979	11667.t03962
3900	8350.t03966	9629.t03980	11667.t03963
3901	8350.t03967	9629.t03981	11667.t03964
3902	8350.t03968	9629.t03982	11667.t03965
3903	8350.t03969	9629.t03983	11667.t03966
3904	8350.t03970	9629.t03984	11667.t03967
3905	8350.t03971	9629.t03985	11667.t03968
3906	8350.t03972	9629.t03986	11667.t03969
3907	8350.t03973	9629.t03987	11667.t03970
3908	8350.t03974	9629.t03988	11667.t03971
3909	8350.t03975	9629.t03989	11667.t03972
3910	8350.t03976	9629.t03990	11667.t03973
3911	8350.t03977	9629.t03991	11667.t03974
3912	8350.t03978	9629.t03992	11667.t03975
3913	8350.t03979	9629.t03993	11667.t03976
3914	8350.t03980	9629.t03994	11667.t03977
3915	8350.t03981	9629.t03995	11667.t03978
3916	8350.t03982	9629.t03996	11667.t03979
3917	8350.t03983	9629.t03997	11667.t03980
3918	8350.t03984	9629.t03998	11667.t03981
3919	8350.t03985	9629.t03999	11667.t03982
3920	8350.t03986	9629.t04000	11667.t03983
3921	8350.t03987	9629.t04001	11667.t03984
3922	8350.t03988	9629.t04002	11667.t03985
3923	8350.t03989	9629.t04003	11667.t03986
3924	8350.t03990	9629.t04005	11667.t03987
3925	8350.t03991	9629.t04006	11667.t03988
3926	8350.t03992	9629.t04007	11667.t03989
3927	8350.t03993	9629.t04008	11667.t03990
3928	8350.t03994	9629.t04009	11667.t03991
3929	8350.t03995	9629.t04010	11667.t03992
3930	8350.t03996	9629.t04011	11667.t03993
3931	8350.t03997	9629.t04012	11667.t03994
3932	8350.t03998	9629.t04013	11667.t03995
3933	8350.t03999	9629.t04014	11667.t03996
3934	8350.t04000	9629.t04015	11667.t03997
3935	8350.t04001	9629.t04016	11667.t03998
3936	8350.t04002	9629.t04017	11667.t03999
3937	8350.t04003	9629.t04018	11667.t04000
3938	8350.t04004	9629.t04019	11667.t04001
3939	8350.t04005	9629.t04021	11667.t04003
3940	8350.t04006	9629.t04022	11667.t04004
3941	8350.t04007	9629.t04023	11667.t04005
3942	8350.t04008	9629.t04024	11667.t04006
3943	8350.t04009	9629.t04025	11667.t04007
3944	8350.t04010	9629.t04026	11667.t04008
3945	8350.t04011	9629.t04027	11667.t04009
3946	8350.t04012	9629.t04028	11667.t04010
3947	8350.t04013	9629.t04029	11667.t04011
3948	8350.t04014	9629.t04030	11667.t04012
3949	8350.t04015	9629.t04031	11667.t04013
3950	8350.t04016	9629.t04032	11667.t04014
3951	8350.t04017	9629.t04033	11667.t04015
3952	8350.t04018	9629.t04034	11667.t04016
3953	8350.t04019	9629.t04035	11667.t04017
3954	8350.t04020	9629.t04036	11667.t04018
3955	8350.t04021	9629.t04037	11667.t04019
3956	8350.t04022	9629.t04038	11667.t04020
3957	8350.t04023	9629.t04039	11667.t04021
3958	8350.t04024	9629.t04040	11667.t04022
3959	8350.t04025	9629.t04041	11667.t04023
3960	8350.t04026	9629.t04042	11667.t04024
3961	8350.t04027	9629.t04043	11667.t04025
3962	8350.t04028	9629.t04044	11667.t04026
3963	8350.t04029	9629.t04045	11667.t04027
3964	8350.t04030	9629.t04046	11667.t04028
3965	8350.t04031	9629.t04047	11667.t04029
3966	8350.t04032	9629.t04048	11667.t04030
3967	8350.t04033	9629.t04049	11667.t04031
3968	8350.t04034	9629.t04050	11667.t04032
3969	8350.t04035	9629.t04051	11667.t04033
3970	8350.t04036	9629.t04052	11667.t04034
3971	8350.t04037	9629.t04053	11667.t04035
3972	8350.t04038	9629.t04054	11667.t04036
3973	8350.t04039	9629.t04055	11667.t04037
3974	8350.t04040	9629.t04056	11667.t04038
3975	8350.t04041	9629.t04057	11667.t04039
3976	8350.t04042	9629.t04058	11667.t04040
3977	8350.t04043	9629.t04059	11667.t04041
3978	8350.t04044	9629.t04060	11667.t04042
3979	8350.t04045	9629.t04061	11667.t04043
3980	8350.t04046	9629.t04062	11667.t04044
3981	8350.t04047	9629.t04063	11667.t04045
3982	8350.t04048	9629.t04064	11667.t04046
3983	8350.t04049	9629.t04065	11667.t04047
3984	8350.t04050	9629.t04066	11667.t04048
3985	8350.t04051	9629.t04067	11667.t04049
3986	8350.t04052	9629.t04068	11667.t04050
3987	8350.t04053	9629.t04069	11667.t04051
3988	8350.t04054	9629.t04070	11667.t04052
3989	8350.t04055	9629.t04071	11667.t04053
3990	8350.t04056	9629.t04072	11667.t04054
3991	8350.t04057	9629.t04073	11667.t04055
3992	8350.t04058	9629.t04074	11667.t04056
3993	8350.t04059	9629.t04075	11667.t04057
3994	8350.t04060	9629.t04076	11667.t04058
3995	8350.t04061	9629.t04077	11667.t04059
3996	8350.t04062	9629.t04078	11667.t04060
3997	8350.t04063	9629.t04079	11667.t04061
3998	8350.t04064	9629.t04080	11667.t04062
3999	8350.t04065	9629.t04081	11667.t04063
4000	8350.t04066	9629.t04082	11667.t04064
4001	8350.t04067	9629.t04083	11667.t04065
4002	8350.t04068	9629.t04084	11667.t04066
4003	8350.t04069	9629.t04085	11667.t04067
4004	8350.t04070	9629.t04086	11667.t04068
4005	8350.t04071	9629.t04087	11667.t04069
4006	8350.t04072	9629.t04088	11667.t04070
4007	8350.t04073	9629.t04089	11667.t04071
4008	8350.t04074	9629.t04090	11667.t04072
4009	8350.t04075	9629.t04091	11667.t04073
4010	8350.t04076	9629.t04092	11667.t04074
4011	8350.t04077	9629.t04093	11667.t04075
4012	8350.t04078	9629.t04094	11667.t04076
4013	8350.t04079	9629.t04095	11667.t04077
4014	8350.t04080	9629.t04096	11667.t04078
4015	8350.t04081	9629.t04097	11667.t04079
4016	8350.t04082	9629.t04098	11667.t04080
4017	8350.t04083	9629.t04099	11667.t04081
4018	8350.t04084	9629.t04100	11667.t04082
4019	8350.t04085	9629.t04101	11667.t04083
4020	8350.t04086	9629.t04102	11667.t04084
4021	8350.t04087	9629.t04103	11667.t04085
4022	8350.t04088	9629.t04104	11667.t04086
4023	8350.t04089	9629.t04105	11667.t04087
4024	8350.t04090	9629.t04106	11667.t04088
4025	8350.t04091	9629.t04107	11667.t04089
4026	8350.t04092	9629.t04108	11667.t04090
4027	8350.t04093	9629.t04109	11667.t04091
4028	8350.t04094	9629.t04110	11667.t04092
4029	8350.t04095	9629.t04111	11667.t04093
4030	8350.t04096	9629.t04112	11667.t04094
4031	8350.t04097	9629.t04113	
4032	8350.t04098	9629.t04114	
4033	8350.t04099	9629.t04115	
4034	8350.t04100	9629.t04116	
4035	8350.t04101	9629.t04117	
4036	8350.t04102	9629.t04118	
4037	8350.t04103	9629.t04119	
4038	8350.t04104	9629.t04120	
4039	8350.t04105	9629.t04121	11667.t04104
4040	8350.t04106	9629.t04122	11667.t04105
4041	8350.t04107	9629.t04123	11667.t04106
4042	8350.t04108	9629.t04124	11667.t04107
4043	8350.t04109	9629.t04125	11667.t04108
4044	8350.t04110	9629.t04126	11667.t04109
4045	8350.t04111	9629.t04127	11667.t04110
4046	8350.t04112	9629.t04128	11667.t04111
4047	8350.t04113	9629.t04129	11667.t04112
4048	8350.t04114	9629.t04130	
4049	8350.t04115	9629.t04131	
4050	8350.t04116	9629.t04132	11667.t04113
4051	8350.t04117	9629.t04133	11667.t04115
4052	8350.t04118	9629.t04134	11667.t04116
4053	8350.t04119	9629.t04135	11667.t04117
4054	8350.t04120	9629.t04136	11667.t04118
4055	8350.t04121	9629.t04137	11667.t04119
4056	8350.t04122	9629.t04138	11667.t04120
4057	8350.t04123	9629.t04139	11667.t04121
4058	8350.t04124	9629.t04140	11667.t04122
4059	8350.t04125	9629.t04141	11667.t04123
4060	8350.t04126	9629.t04142	11667.t04124
4061	8350.t04127	9629.t04143	11667.t04126
4062	8350.t04128	9629.t04144	
4063	8350.t04129	9629.t04145	11667.t04127
4064	8350.t04130	9629.t04146	11667.t04128
4065	8350.t04131	9629.t04147	11667.t04129
4066	8350.t04132	9629.t04148	11667.t04130
4067	8350.t04133	9629.t04149	11667.t04131
4068	8350.t04134	9629.t04150	11667.t04132
4069	8350.t04135	9629.t04151	11667.t04133
4070	8350.t04136	9629.t04152	11667.t04134
4071	8350.t04137	9629.t04153	11667.t04135
4072	8350.t04138	9629.t04154	11667.t04136
4073	8350.t04139	9629.t04155	11667.t04137
4074	8350.t04140	9629.t04156	11667.t04138
4075	8350.t04141	9629.t04157	11667.t04139
4076	8350.t04142	9629.t04158	11667.t04140
4077	8350.t04143	9629.t04159	11667.t04141
4078	8350.t04144	9629.t04160	11667.t04142
4079	8350.t04145	9629.t04161	11667.t04143
4080	8350.t04146	9629.t04162	11667.t04144
4081	8350.t04147	9629.t04163	11667.t04145
4082	8350.t04148	9629.t04164	11667.t04146
4083	8350.t04149	9629.t04165	11667.t04147
4084	8350.t04150	9629.t04166	11667.t04148
4085	8350.t04151	9629.t04167	11667.t04149
4086	8350.t04152	9629.t04168	
4087	8350.t04153	9629.t04169	11667.t04150
4088	8350.t04154	9629.t04170	11667.t04151
4089	8350.t04155	9629.t04171	11667.t04152
4090	8350.t04156	9629.t04172	11667.t04153
4091	8350.t04157	9629.t04173	11667.t04154
4092	8350.t04158	9629.t04174	11667.t04155
4093	8350.t04159	9629.t04175	11667.t04156
4094	8350.t04160	9629.t04176	11667.t04157
4095	8350.t04161	9629.t04177	11667.t04158
4096	8350.t04162	9629.t04178	11667.t04159
4097	8350.t04163	9629.t04179	11667.t04160
4098	8350.t04164	9629.t04180	11667.t04161
4099	8350.t04165	9629.t04181	11667.t04162
4100	8350.t04166	9629.t04182	11667.t04163
4101	8350.t04167	9629.t04183	11667.t04164
4102	8350.t04168	9629.t04184	11667.t04165
4103	8350.t04169	9629.t04185	11667.t04166
4104	8350.t04170	9629.t04186	11667.t04167
4105	8350.t04171	9629.t04187	11667.t04168
4106	8350.t04172	9629.t04188	11667.t04169
4107	8350.t04173	9629.t04189	11667.t04170
4108	8350.t04174	9629.t04190	11667.t04171
4109	8350.t04175	9629.t04191	11667.t04172
4110	8350.t04176	9629.t04193	11667.t04173
4111	8350.t04177	9629.t04194	11667.t04174
4112	8350.t04178	9629.t04195	11667.t04175
4113	8350.t04179	9629.t04196	11667.t04176
4114	8350.t04180	9629.t04197	11667.t04177
4115	8350.t04181	9629.t04198	11667.t04178
4116	8350.t04183	9629.t04200	11667.t04179
4117	8350.t04184	9629.t04201	11667.t04180
4118	8350.t04185	9629.t04202	11667.t04181
4119	8350.t04186	9629.t04203	11667.t04182
4120	8350.t04187	9629.t04204	11667.t04183
4121	8350.t04188	9629.t04205	11667.t04184
4122	8350.t04189	9629.t04206	11667.t04185
4123	8350.t04190	9629.t04207	11667.t04186
4124	8350.t04191	9629.t04208	11667.t04187
4125	8350.t04192	9629.t04209	11667.t04188
4126	8350.t04193	9629.t04210	11667.t04189
4127	8350.t04194	9629.t04211	11667.t04190
4128	8350.t04195	9629.t04212	11667.t04191
4129	8350.t04196	9629.t04213	11667.t04192
4130	8350.t04197	9629.t04214	11667.t04193
4131	8350.t04198	9629.t04215	11667.t04194
4132	8350.t04199	9629.t04216	11667.t04195
4133	8350.t04200	9629.t04217	11667.t04196
4134	8350.t04201	9629.t04218	11667.t04197
4135	8350.t04202	9629.t04219	11667.t04198
4136	8350.t04203	9629.t04220	11667.t04199
4137	8350.t04204	9629.t04221	11667.t04200
4138	8350.t04205	9629.t04222	11667.t04201
4139	8350.t04206	9629.t04223	11667.t04202
4140	8350.t04207	9629.t04224	11667.t04203
4141	8350.t04208	9629.t04225	11667.t04204
4142	8350.t04209	9629.t04226	11667.t04205
4143	8350.t04210	9629.t04227	11667.t04206
4144	8350.t04211	9629.t04228	11667.t04207
4145	8350.t04212	9629.t04229	11667.t04208
4146	8350.t04213	9629.t04230	11667.t04209
4147	8350.t04214	9629.t04231	11667.t04210
4148	8350.t04215	9629.t04232	11667.t04211
4149	8350.t04216	9629.t04233	11667.t04212
4150	8350.t04217	9629.t04234	11667.t04213
4151	8350.t04218	9629.t04235	11667.t04214
4152	8350.t04219	9629.t04236	11667.t04215
4153	8350.t04220	9629.t04237	11667.t04216
4154	8350.t04221	9629.t04238	11667.t04217
4155	8350.t04222	9629.t04239	11667.t04218
4156	8350.t04223	9629.t04240	11667.t04219
4157	8350.t04224	9629.t04241	11667.t04220
4158	8350.t04225	9629.t04242	11667.t04221
4159	8350.t04226	9629.t04243	11667.t04222
4160	8350.t04227	9629.t04244	11667.t04223
4161	8350.t04228	9629.t04245	11667.t04225
4162	8350.t04229	9629.t04246	11667.t04226
4163	8350.t04230	9629.t04247	11667.t04227
4164	8350.t04231	9629.t04248	11667.t04228
4165	8350.t04232	9629.t04249	11667.t04229
4166	8350.t04233	9629.t04250	11667.t04230
4167	8350.t04234	9629.t04251	11667.t04231
4168	8350.t04235	9629.t04252	11667.t04232
4169	8350.t04236	9629.t04253	11667.t04233
4170	8350.t04237	9629.t04254	11667.t04234
4171	8350.t04238	9629.t04255	11667.t04235
4172	8350.t04239	9629.t04256	11667.t04236
4173	8350.t04240	9629.t04257	11667.t04237
4174	8350.t04241	9629.t04258	11667.t04238
4175	8350.t04242	9629.t04259	11667.t04239
4176	8350.t04243	9629.t04260	11667.t04240
4177	8350.t04244	9629.t04261	11667.t04241
4178	8350.t04245	9629.t04262	11667.t04242
4179	8350.t04246	9629.t04263	11667.t04243
4180	8350.t04247	9629.t04264	11667.t04244
4181	8350.t04248	9629.t04265	11667.t04245
4182	8350.t04249	9629.t04266	11667.t04246
4183	8350.t04250	9629.t04267	11667.t04247
4184	8350.t04251	9629.t04268	11667.t04248
4185	8350.t04252	9629.t04269	11667.t04249
4186	8350.t04253	9629.t04270	11667.t04250
4187	8350.t04254	9629.t04271	11667.t04251
4188	8350.t04255	9629.t04272	11667.t04252
4189	8350.t04256	9629.t04273	11667.t04253
4190	8350.t04257	9629.t04274	11667.t04254
4191	8350.t04258	9629.t04275	11667.t04255
4192	8350.t04259	9629.t04276	11667.t04256
4193	8350.t04260	9629.t04277	11667.t04257
4194	8350.t04261	9629.t04278	11667.t04258
4195	8350.t04262	9629.t04279	11667.t04259
4196	8350.t04263	9629.t04280	11667.t04260
4197	8350.t04265	9629.t04282	11667.t04261
4198	8350.t04266	9629.t04283	11667.t04262
4199	8350.t04267	9629.t04284	11667.t04263
4200	8350.t04268	9629.t04285	11667.t04264
4201	8350.t04269	9629.t04286	11667.t04265
4202	8350.t04270	9629.t04287	11667.t04266
4203	8350.t04271	9629.t04288	11667.t04267
4204	8350.t04272	9629.t04289	11667.t04268
4205	8350.t04273	9629.t04290	11667.t04269
4206	8350.t04274	9629.t04291	11667.t04270
4207	8350.t04275	9629.t04292	11667.t04271
4208	8350.t04276	9629.t04293	11667.t04272
4209	8350.t04278	9629.t04295	11667.t04274
4210	8350.t04279	9629.t04296	11667.t04275
4211	8350.t04280		
4212	8350.t04281	9629.t04297	11667.t04276
4213	8350.t04282	9629.t04298	11667.t04277
4214	8350.t04283	9629.t04299	11667.t04278
4215	8350.t04284	9629.t04300	11667.t04279
4216	8350.t04285	9629.t04301	11667.t04280
4217	8350.t04286	9629.t04302	11667.t04281
4218	8350.t04287	9629.t04303	11667.t04282
4219	8350.t04288	9629.t04304	11667.t04283
4220	8350.t04289	9629.t04305	11667.t04284
4221	8350.t04290	9629.t04306	11667.t04285
4222	8350.t04291	9629.t04307	11667.t04286
4223	8350.t04292	9629.t04308	11667.t04287
4224	8350.t04293	9629.t04309	11667.t04288
4225	8350.t04294	9629.t04310	11667.t04289
4226	8350.t04295	9629.t04311	11667.t04290
4227	8350.t04296	9629.t04312	11667.t04291
4228	8350.t04297	9629.t04313	11667.t04292
4229	8350.t04298	9629.t04314	11667.t04293
4230	8350.t04299	9629.t04315	11667.t04294
4231	8350.t04300	9629.t04316	11667.t04295
4232	8350.t04301	9629.t04317	11667.t04296
4233	8350.t04302	9629.t04318	11667.t04297
4234	8350.t04303	9629.t04319	11667.t04298
4235	8350.t04304	9629.t04320	11667.t04299
4236	8350.t04305	9629.t04321	11667.t04300
4237	8350.t04306	9629.t04322	11667.t04301
4238	8350.t04307	9629.t04323	11667.t04302
4239	8350.t04308	9629.t04324	11667.t04303
4240	8350.t04309	9629.t04325	11667.t04304
4241	8350.t04310	9629.t04326	11667.t04305
4242	8350.t04311	9629.t04327	11667.t04306
4243	8350.t04312	9629.t04328	11667.t04307
4244	8350.t04314	9629.t04330	11667.t04308
4245	8350.t04315	9629.t04331	11667.t04309
4246	8350.t04316	9629.t04332	11667.t04310
4247	8350.t04317	9629.t04333	11667.t04311
4248	8350.t04318	9629.t04334	11667.t04312
4249	8350.t04319	9629.t04335	11667.t04313
4250	8350.t04320	9629.t04336	11667.t04314
4251	8350.t04321	9629.t04337	11667.t04315
4252	8350.t04322	9629.t04338	11667.t04316
4253	8350.t04323	9629.t04339	11667.t04317
4254	8350.t04324	9629.t04340	11667.t04318
4255	8350.t04325	9629.t04341	11667.t04319
4256	8350.t04326	9629.t04342	11667.t04320
4257	8350.t04327	9629.t04343	11667.t04321
4258	8350.t04328	9629.t04344	11667.t04322
4259	8350.t04329	9629.t04345	11667.t04323
4260	8350.t04330	9629.t04346	11667.t04324
4261	8350.t04331	9629.t04347	11667.t04325
4262	8350.t04332	9629.t04348	11667.t04326
4263	8350.t04333	9629.t04349	11667.t04327
4264	8350.t04334	9629.t04350	11667.t04328
4265	8350.t04335	9629.t04351	11667.t04329
4266	8350.t04336	9629.t04352	11667.t04330
4267	8350.t04337	9629.t04353	11667.t04331
4268	8350.t04338	9629.t04354	11667.t04332
4269	8350.t04339	9629.t04355	11667.t04333
4270	8350.t04340	9629.t04356	11667.t04334
4271	8350.t04341	9629.t04357	11667.t04335
4272	8350.t04342	9629.t04358	11667.t04336
4273	8350.t04343	9629.t04359	11667.t04337
4274	8350.t04344	9629.t04360	11667.t04338
4275	8350.t04345	9629.t04361	11667.t04339
4276	8350.t04346	9629.t04362	11667.t04340
4277	8350.t04347	9629.t04363	11667.t04342
4278	8350.t04348	9629.t04364	11667.t04343
4279	8350.t04349	9629.t04365	11667.t04344
4280	8350.t04350	9629.t04366	11667.t04345
4281	8350.t04351	9629.t04367	11667.t04346
4282	8350.t04352	9629.t04368	11667.t04347
4283	8350.t04353	9629.t04369	11667.t04348
4284	8350.t04354	9629.t04370	11667.t04349
4285	8350.t04355	9629.t04371	11667.t04350
4286	8350.t04356	9629.t04372	11667.t04351
4287	8350.t04357	9629.t04373	11667.t04352
4288	8350.t04358	9629.t04374	
4289	8350.t04359	9629.t04375	11667.t04353
4290	8350.t04360	9629.t04376	11667.t04354
4291	8350.t04361	9629.t04377	11667.t04355
4292	8350.t04362	9629.t04378	11667.t04356
4293	8350.t04363	9629.t04379	11667.t04357
4294	8350.t04364	9629.t04380	11667.t04358
4295	8350.t04365	9629.t04381	11667.t04359
4296	8350.t04366	9629.t04382	11667.t04360
4297	8350.t04367	9629.t04383	11667.t04361
4298	8350.t04368	9629.t04384	11667.t04362
4299	8350.t04369	9629.t04385	11667.t04363
4300	8350.t04370	9629.t04386	11667.t04364
4301	8350.t04371	9629.t04387	11667.t04365
4302	8350.t04372	9629.t04388	11667.t04366
4303	8350.t04373	9629.t04389	11667.t04367
4304	8350.t04374	9629.t04390	11667.t04368
4305	8350.t04375	9629.t04391	11667.t04369
4306	8350.t04376	9629.t04392	11667.t04370
4307	8350.t04377	9629.t04393	11667.t04371
4308	8350.t04378	9629.t04394	11667.t04372
4309	8350.t04379	9629.t04395	11667.t04373
