	version_1	version_2	version_3
55381	8362.t01624	9638.t01803	11676.t01789
55382	8362.t01625	9638.t01804	11676.t01790
55383	8362.t01626	9638.t01805	11676.t01791
55384	8362.t01627	9638.t01806	11676.t01792
55385	8362.t01628	9638.t01807	11676.t01793
55386	8362.t01629	9638.t01808	11676.t01794
55387	8362.t01630	9638.t01809	11676.t01795
55388	8362.t01631	9638.t01810	11676.t01796
55389	8362.t01632	9638.t01811	11676.t01797
55390	8362.t01633	9638.t01812	11676.t01798
55391	8362.t01634	9638.t01813	11676.t01799
55392	8362.t01635	9638.t01814	11676.t01800
55393	8362.t01636	9638.t01815	11676.t01801
55394	8362.t01637	9638.t01816	11676.t01802
55395	8362.t01638	9638.t01817	11676.t01803
55396	8362.t01639	9638.t01818	11676.t01804
55397	8362.t01640	9638.t01819	11676.t01805
55398	8362.t01641	9638.t01820	11676.t01806
55399	8362.t01642	9638.t01821	11676.t01807
55400	8362.t01643	9638.t01822	11676.t01808
55401	8362.t01644	9638.t01823	11676.t01809
55402	8362.t01645	9638.t01824	11676.t01810
55403	8362.t01646	9638.t01825	11676.t01811
55404	8362.t01647	9638.t01826	11676.t01812
55405	8362.t01648	9638.t01827	11676.t01813
55406	8362.t01649	9638.t01828	11676.t01814
55407	8362.t01650	9638.t01829	11676.t01815
55408	8362.t01651	9638.t01830	11676.t01816
55409	8362.t01652	9638.t01831	11676.t01817
55410	8362.t01653	9638.t01832	11676.t01818
55411	8362.t01654	9638.t01833	11676.t01819
55412	8362.t01655	9638.t01834	11676.t01820
55413	8362.t01656	9638.t01835	11676.t01821
55414	8362.t01657	9638.t01836	11676.t01822
55415	8362.t01658	9638.t01837	11676.t01823
55416	8362.t01659	9638.t01838	11676.t01824
55417	8362.t01660	9638.t01839	11676.t01825
55418	8362.t01661	9638.t01840	11676.t01826
55419	8362.t01662	9638.t01841	11676.t01827
55420	8362.t01663	9638.t01842	11676.t01828
55421	8362.t01664	9638.t01843	11676.t01829
55422	8362.t01665	9638.t01844	11676.t01830
55423	8362.t01666	9638.t01845	11676.t01831
55424	8362.t01667	9638.t01846	11676.t01832
55425	8362.t01668	9638.t01847	11676.t01833
55426	8362.t01669	9638.t01848	11676.t01834
55427	8362.t01670	9638.t01849	11676.t01835
55428	8362.t01671	9638.t01850	11676.t01836
55429	8362.t01672	9638.t01851	11676.t01837
55430	8362.t01673	9638.t01852	11676.t01838
55431	8362.t01674	9638.t01853	11676.t01839
55432	8362.t01675	9638.t01854	11676.t01840
55433	8362.t01676	9638.t01855	11676.t01841
55434	8362.t01677	9638.t01856	11676.t01842
55435	8362.t01678	9638.t01857	11676.t01843
55436	8362.t01679	9638.t01858	11676.t01844
55437	8362.t01680	9638.t01859	11676.t01845
55438	8362.t01681	9638.t01860	11676.t01846
55439	8362.t01682	9638.t01862	11676.t01848
55440	8362.t01683	9638.t01863	11676.t01849
55441	8362.t01684	9638.t01864	11676.t01850
55442	8362.t01685	9638.t01865	11676.t01851
55443	8362.t01686	9638.t01866	11676.t01852
55444	8362.t01687	9638.t01867	11676.t01853
55445	8362.t01688	9638.t01868	11676.t01854
55446	8362.t01689	9638.t01869	11676.t01855
55447	8362.t01690	9638.t01870	11676.t01856
55448	8362.t01691	9638.t01872	11676.t01858
55449	8362.t01692	9638.t01873	11676.t01859
55450	8362.t01693	9638.t01874	11676.t01860
55451	8362.t01694	9638.t01875	11676.t01861
55452	8362.t01695	9638.t01876	11676.t01862
55453	8362.t01696		
55454	8362.t01697	9638.t01877	11676.t01863
55455	8362.t01698	9638.t01878	11676.t01864
55456	8362.t01699	9638.t01880	11676.t01866
55457	8362.t01700	9638.t01881	11676.t01867
55458	8362.t01701	9638.t01882	11676.t01868
55459	8362.t01702	9638.t01883	11676.t01869
55460	8362.t01703		
55461	8362.t01704	9638.t01884	11676.t01870
55462	8362.t01706	9638.t01886	11676.t01871
55463	8362.t01707	9638.t01887	11676.t01872
55464	8362.t01708	9638.t01888	11676.t01873
55465	8362.t01709	9638.t01889	11676.t01874
55466	8362.t01710	9638.t01890	11676.t01875
55467	8362.t01711	9638.t01891	11676.t01876
55468	8362.t01712	9638.t01892	11676.t01877
55469	8362.t01713	9638.t01893	11676.t01878
55470	8362.t01714	9638.t01894	11676.t01879
55471	8362.t01715	9638.t01895	11676.t01880
55472	8362.t01716	9638.t01896	11676.t01881
55473	8362.t01717	9638.t01897	11676.t01882
55474	8362.t01718	9638.t01898	11676.t01883
55475	8362.t01719	9638.t01899	11676.t01884
55476	8362.t01720		
55477	8362.t01721		
55478	8362.t01722	9638.t01902	11676.t01887
55479	8362.t01723	9638.t01903	11676.t01888
55480	8362.t01724	9638.t01904	11676.t01889
55481	8362.t01725	9638.t01905	11676.t01890
55482	8362.t01726		
55483	8362.t01727	9638.t01906	11676.t01891
55484	8362.t01728	9638.t01907	11676.t01892
55485	8362.t01729	9638.t01908	11676.t01893
55486	8362.t01730	9638.t01911	11676.t01896
55487	8362.t01731	9638.t01914	11676.t01899
55488	8362.t01732	9638.t01915	11676.t01900
55489	8362.t01733	9638.t01916	11676.t01901
55490	8362.t01734	9638.t01917	11676.t01902
55491	8362.t01735		
55492	8362.t01736	9638.t01918	11676.t01903
55493	8362.t01737	9638.t01919	11676.t01904
55494	8362.t01738	9638.t01920	11676.t01905
55495	8362.t01739		
55496	8362.t01740	9638.t01921	11676.t01906
55497	8362.t01741	9638.t01922	11676.t01907
55498	8362.t01742	9638.t01925	11676.t01910
55499	8362.t01743	9638.t01926	11676.t01911
55500	8362.t01744	9638.t01927	11676.t01912
55501	8362.t01745	9638.t01928	11676.t01913
55502	8362.t01746	9638.t01930	11676.t01915
55503	8362.t01747	9638.t01931	11676.t01916
55504	8362.t01748	9638.t01932	11676.t01917
55505	8362.t01749	9638.t01933	11676.t01918
55506	8362.t01750	9638.t01934	11676.t01919
55507	8362.t01751	9638.t01937	11676.t01922
55508	8362.t01752	9638.t01938	11676.t01923
55509	8362.t01753	9638.t01955	11676.t01940
55510	8362.t01754	9638.t01956	11676.t01941
55511	8362.t01755	9638.t01957	11676.t01942
55512	8362.t01756	9638.t01958	11676.t01943
55513	8362.t01757	9638.t01959	11676.t01944
55514	8362.t01758	9638.t01960	11676.t01945
55515	8362.t01759	9638.t01961	11676.t01946
55516	8362.t01760	9638.t01962	11676.t01947
55517	8362.t01761	9638.t01963	11676.t01948
55518	8362.t01762	9638.t01964	11676.t01949
55519	8362.t01763	9638.t01965	11676.t01950
55520	8362.t01764	9638.t01966	11676.t01951
55521	8362.t01765	9638.t01967	11676.t01952
55522	8362.t01766	9638.t01968	11676.t01953
55523	8362.t01767	9638.t01969	11676.t01954
55524	8362.t01768	9638.t01970	11676.t01955
55525	8362.t01769	9638.t01971	11676.t01956
55526	8362.t01770	9638.t01972	11676.t01957
55527	8362.t01771	9638.t01973	11676.t01958
55528	8362.t01772	9638.t01974	11676.t01959
55529	8362.t01773	9638.t01975	11676.t01960
55530	8362.t01774	9638.t01976	11676.t01961
55531	8362.t01775	9638.t01977	11676.t01962
55532	8362.t01776	9638.t01978	11676.t01963
55533	8362.t01777	9638.t01979	11676.t01964
55534	8362.t01778	9638.t01980	11676.t01965
55535	8362.t01779	9638.t01981	11676.t01966
55536	8362.t01780	9638.t01982	11676.t01967
55537	8362.t01781	9638.t01983	11676.t01968
55538	8362.t01782	9638.t01984	11676.t01969
55539	8362.t01783	9638.t01985	11676.t01970
55540	8362.t01784	9638.t01986	11676.t01971
55541	8362.t01785	9638.t01988	11676.t01973
55542	8362.t01786	9638.t01989	11676.t01974
55543	8362.t01787	9638.t01990	11676.t01975
55544	8362.t01788	9638.t01992	11676.t01977
55545	8362.t01789	9638.t01993	11676.t01978
55546	8362.t01790	9638.t01994	11676.t01979
55547	8362.t01791	9638.t01995	11676.t01980
55548	8362.t01792	9638.t01996	11676.t01981
55549	8362.t01793	9638.t01997	11676.t01982
55550	8362.t01794	9638.t01998	11676.t01983
55551	8362.t01795	9638.t01999	11676.t01984
55552	8362.t01796	9638.t02001	11676.t01986
55553	8362.t01797	9638.t02002	11676.t01987
55554	8362.t01798	9638.t02003	11676.t01988
55555	8362.t01799	9638.t02004	11676.t01989
55556	8362.t01800		
55557	8362.t01801	9638.t02005	11676.t01990
55558	8362.t01802	9638.t02006	11676.t01991
55559	8362.t01803	9638.t02007	11676.t01992
55560	8362.t01804	9638.t02008	11676.t01993
55561	8362.t01805	9638.t02009	11676.t01994
55562	8362.t01806	9638.t02010	11676.t01995
55563	8362.t01807	9638.t02011	11676.t01996
55564	8362.t01808	9638.t02012	11676.t01997
55565	8362.t01809	9638.t02013	11676.t01998
55566	8362.t01810	9638.t02015	11676.t02000
55567	8362.t01811	9638.t02016	11676.t02001
55568	8362.t01812	9638.t02017	11676.t02002
55569	8362.t01813	9638.t02018	11676.t02003
55570	8362.t01814	9638.t02019	11676.t02004
55571	8362.t01815	9638.t02020	11676.t02005
55572	8362.t01816	9638.t02021	11676.t02006
55573	8362.t01817	9638.t02022	11676.t02007
55574	8362.t01818	9638.t02023	11676.t02008
55575	8362.t01819	9638.t02024	11676.t02009
55576	8362.t01820	9638.t02025	11676.t02010
55577	8362.t01821	9638.t02027	11676.t02012
55578	8362.t01822	9638.t02029	11676.t02014
55579	8362.t01824	9638.t02030	11676.t02015
55580	8362.t01825		
55581	8362.t01826	9638.t02031	11676.t02016
55582	8362.t01827	9638.t02033	11676.t02018
55583	8362.t01828	9638.t02035	11676.t02020
55584	8362.t01829		
55585	8362.t01830		
55586	8362.t01831	9638.t02037	11676.t02022
55587	8362.t01832	9638.t02038	11676.t02023
55588	8362.t01833	9638.t02039	11676.t02024
55589	8362.t01834	9638.t02040	11676.t02025
55590	8362.t01835	9638.t02041	11676.t02026
55591	8362.t01836	9638.t02046	11676.t02031
55592	8362.t01837	9638.t02047	11676.t02032
55593	8362.t01838	9638.t02048	11676.t02033
55594	8362.t01839	9638.t02049	11676.t02034
55595	8362.t01840	9638.t02050	11676.t02035
55596	8362.t01841	9638.t02051	11676.t02036
55597	8362.t01842	9638.t02052	11676.t02037
55598	8362.t01843	9638.t02053	11676.t02038
55599	8362.t01844	9638.t02054	11676.t02039
55600	8362.t01845	9638.t02055	11676.t02040
55601	8362.t01846	9638.t02056	11676.t02041
55602	8362.t01847	9638.t02058	11676.t02043
55603	8362.t01848	9638.t02060	11676.t02045
55604	8362.t01851		
55605	8362.t01852	9638.t02063	11676.t02048
55606	8362.t01853	9638.t02064	11676.t02049
55607	8362.t01855	9638.t02067	11676.t02052
55608	8362.t01856	9638.t02069	11676.t02054
55609	8362.t01858	9638.t02074	11676.t02059
55610	8362.t01859	9638.t02075	11676.t02060
55611	8362.t01860	9638.t02076	11676.t02061
55612	8362.t01861	9638.t02077	11676.t02062
55613	8362.t01862	9638.t02079	11676.t02064
55614	8362.t01863	9638.t02080	11676.t02065
55615	8362.t01864	9638.t02081	11676.t02066
55616	8362.t01865	9638.t02082	11676.t02067
55617	8362.t01866	9638.t02083	11676.t02068
55618	8362.t01867	9638.t02084	11676.t02069
55619	8362.t01868		
55620	8362.t01869		
55621	8362.t01870	9638.t02085	11676.t02070
55622	8362.t01871	9638.t02086	11676.t02071
55623	8362.t01872	9638.t02087	11676.t02072
55624	8362.t01873	9638.t02088	11676.t02073
55625	8362.t01874	9638.t02089	11676.t02074
55626	8362.t01875	9638.t02090	11676.t02075
55627	8362.t01876	9638.t02091	11676.t02076
55628	8362.t01877	9638.t02092	11676.t02077
55629	8362.t01878	9638.t02093	11676.t02078
55630	8362.t01879	9638.t02094	11676.t02079
55631	8362.t01881	9638.t02096	11676.t02080
55632	8362.t01882	9638.t02097	11676.t02081
55633	8362.t01883	9638.t02098	11676.t02082
55634	8362.t01884	9638.t02099	11676.t02083
55635	8362.t01885	9638.t02100	11676.t02084
55636	8362.t01886	9638.t02101	11676.t02085
55637	8362.t01887	9638.t02103	11676.t02087
55638	8362.t01888	9638.t02104	11676.t02088
55639	8362.t01889	9638.t02105	11676.t02089
55640	8362.t01890	9638.t02106	11676.t02090
55641	8362.t01891	9638.t02107	11676.t02091
55642	8362.t01892	9638.t02108	11676.t02092
55643	8362.t01893	9638.t02109	11676.t02093
55644	8362.t01894	9638.t02110	11676.t02094
55645	8362.t01895		
55646	8362.t01896	9638.t02111	11676.t02096
55647	8362.t01897	9638.t02112	11676.t02098
55648	8362.t01898	9638.t02113	11676.t02099
55649	8362.t01899	9638.t02114	11676.t02100
55650	8362.t01900	9638.t02115	11676.t02101
55651	8362.t01901	9638.t02116	11676.t02102
55652	8362.t01902	9638.t02117	11676.t02103
55653	8362.t01903		
55654	8362.t01904	9638.t02120	11676.t02106
55655	8362.t01905	9638.t02121	11676.t02107
55656	8362.t01906	9638.t02122	11676.t02108
55657	8362.t01907	9638.t02123	11676.t02109
55658	8362.t01908	9638.t02124	11676.t02110
55659	8362.t01909	9638.t02125	11676.t02111
55660	8362.t01910	9638.t02126	11676.t02112
55661	8362.t01911	9638.t02127	11676.t02113
55662	8362.t01912	9638.t02128	11676.t02114
55663	8362.t01913	9638.t02129	11676.t02115
55664	8362.t01914	9638.t02130	11676.t02116
55665	8362.t01915	9638.t02131	11676.t02117
55666	8362.t01916	9638.t02132	11676.t02118
55667	8362.t01917	9638.t02133	11676.t02119
55668	8362.t01918	9638.t02134	11676.t02120
55669	8362.t01919	9638.t02135	
55670	8362.t01920	9638.t02136	11676.t02121
55671	8362.t01921	9638.t02139	11676.t02124
55672	8362.t01922	9638.t02140	11676.t02125
55673	8362.t01923	9638.t02141	11676.t02126
55674	8362.t01924		
55675	8362.t01925	9638.t02144	11676.t02129
55676	8362.t01926	9638.t02145	11676.t02130
55677	8362.t01927		
55678	8362.t01928	9638.t02146	11676.t02131
55679	8362.t01929	9638.t02148	11676.t02132
55680	8362.t01930	9638.t02150	11676.t02134
55681	8362.t01931	9638.t02151	11676.t02135
55682	8362.t01932	9638.t02152	11676.t02136
55683	8362.t01933		
55684	8362.t01934		
55685	8362.t01935	9638.t02154	11676.t02138
55686	8362.t01936	9638.t02155	11676.t02139
55687	8362.t01937	9638.t02156	11676.t02140
55688	8362.t01938	9638.t02157	11676.t02141
55689	8362.t01939		
55690	8362.t01940	9638.t02160	11676.t02144
55691	8362.t01941	9638.t02161	11676.t02145
55692	8362.t01942		
55693	8362.t01943		
55694	8362.t01944	9638.t02162	11676.t02146
55695	8362.t01945	9638.t02163	11676.t02147
55696	8362.t01946	9638.t02164	11676.t02148
55697	8362.t01947		
55698	8362.t01948	9638.t02165	11676.t02149
55699	8362.t01949	9638.t02166	11676.t02150
55700	8362.t01950	9638.t02167	11676.t02151
55701	8362.t01951	9638.t02169	11676.t02153
55702	8362.t01952	9638.t02170	11676.t02154
55703	8362.t01953	9638.t02172	11676.t02156
55704	8362.t01954	9638.t02173	11676.t02157
55705	8362.t01955	9638.t02174	11676.t02158
55706	8362.t01956	9638.t02175	11676.t02159
55707	8362.t01957	9638.t02176	11676.t02160
55708	8362.t01958	9638.t02177	11676.t02161
55709	8362.t01959	9638.t02178	11676.t02162
55710	8362.t01960	9638.t02179	11676.t02163
55711	8362.t01961	9638.t02180	11676.t02164
55712	8362.t01962	9638.t02181	11676.t02165
55713	8362.t01963	9638.t02182	11676.t02166
55714	8362.t01964	9638.t02183	11676.t02167
55715	8362.t01965	9638.t02184	11676.t02168
55716	8362.t01966	9638.t02185	11676.t02169
55717	8362.t01967	9638.t02186	11676.t02170
55718	8362.t01968	9638.t02187	11676.t02171
55719	8362.t01969	9638.t02188	11676.t02172
55720	8362.t01970	9638.t02189	11676.t02173
55721	8362.t01972	9638.t02191	11676.t02175
55722	8362.t01973	9638.t02192	11676.t02176
55723	8362.t01974	9638.t02193	11676.t02177
55724	8362.t01975	9638.t02194	11676.t02178
55725	8362.t01976	9638.t02195	11676.t02179
55726	8362.t01977	9638.t02196	11676.t02180
55727	8362.t01978	9638.t02197	11676.t02181
55728	8362.t01979	9638.t02198	11676.t02182
55729	8362.t01980	9638.t02199	11676.t02183
55730	8362.t01982	9638.t02201	11676.t02185
55731	8362.t01983	9638.t02202	11676.t02186
55732	8362.t01984	9638.t02203	11676.t02187
55733	8362.t01985	9638.t02204	11676.t02188
55734	8362.t01986	9638.t02206	11676.t02190
55735	8362.t01987	9638.t02207	11676.t02191
55736	8362.t01988	9638.t02208	11676.t02192
55737	8362.t01989	9638.t02210	11676.t02194
55738	8362.t01990	9638.t02211	11676.t02195
55739	8362.t01991		
55740	8362.t01992	9638.t02214	11676.t02198
55741	8362.t01993	9638.t02215	11676.t02199
55742	8362.t01994		
55743	8362.t01995		
55744	8362.t01996		
55745	8362.t01997		
55746	8362.t01998		
55747	8362.t01999		
55748	8362.t02000		
55749	8362.t02001		
55750	8362.t02002		
55751	8362.t02004	9638.t02230	11676.t02214
55752	8362.t02005	9638.t02231	11676.t02215
55753	8362.t02006	9638.t02232	11676.t02216
55754	8362.t02007	9638.t02233	11676.t02217
55755	8362.t02008	9638.t02234	11676.t02218
55756	8362.t02009	9638.t02235	11676.t02219
55757	8362.t02010	9638.t02236	11676.t02220
55758	8362.t02011	9638.t02237	11676.t02221
55759	8362.t02012	9638.t02238	11676.t02222
55760	8362.t02013	9638.t02239	11676.t02223
55761	8362.t02014	9638.t02240	11676.t02224
55762	8362.t02015	9638.t02241	11676.t02225
55763	8362.t02016	9638.t02242	11676.t02226
55764	8362.t02017	9638.t02243	11676.t02227
55765	8362.t02018	9638.t02244	11676.t02228
55766	8362.t02019	9638.t02246	11676.t02230
55767	8362.t02020	9638.t02247	11676.t02231
55768	8362.t02021	9638.t02248	11676.t02232
55769	8362.t02022	9638.t02250	11676.t02234
55770	8362.t02023	9638.t02251	11676.t02235
55771	8362.t02024	9638.t02255	11676.t02239
55772	8362.t02025	9638.t02256	11676.t02240
55773	8362.t02026	9638.t02257	11676.t02241
55774	8362.t02027	9638.t02258	11676.t02242
55775	8362.t02028	9638.t02259	11676.t02243
55776	8362.t02029	9638.t02261	11676.t02245
55777	8362.t02030	9638.t02265	11676.t02249
55778	8362.t02031	9638.t02266	11676.t02250
55779	8362.t02032	9638.t02267	11676.t02251
55780	8362.t02033	9638.t02268	11676.t02252
55781	8362.t02034	9638.t02269	11676.t02253
55782	8362.t02035	9638.t02270	11676.t02254
55783	8362.t02036	9638.t02273	11676.t02257
55784	8362.t02037	9638.t02274	11676.t02258
55785	8362.t02038	9638.t02275	11676.t02259
55786	8362.t02039	9638.t02276	11676.t02260
55787	8362.t02040	9638.t02277	11676.t02261
55788	8362.t02041	9638.t02278	11676.t02262
55789	8362.t02042	9638.t02279	11676.t02263
55790	8362.t02043	9638.t02280	11676.t02264
55791	8362.t02044	9638.t02281	11676.t02265
55792	8362.t02045	9638.t02282	11676.t02266
55793	8362.t02046	9638.t02283	11676.t02267
55794	8362.t02047	9638.t02284	11676.t02268
55795	8362.t02048	9638.t02285	11676.t02269
55796	8362.t02049	9638.t02286	11676.t02270
55797	8362.t02050	9638.t02288	11676.t02272
55798	8362.t02051	9638.t02289	11676.t02273
55799	8362.t02052	9638.t02290	11676.t02274
55800	8362.t02053	9638.t02291	11676.t02275
55801	8362.t02054	9638.t02292	11676.t02276
55802	8362.t02055	9638.t02293	11676.t02277
55803	8362.t02056	9638.t02294	11676.t02278
55804	8362.t02057	9638.t02296	11676.t02280
55805	8362.t02058	9638.t02297	11676.t02281
55806	8362.t02059	9638.t02298	11676.t02282
55807	8362.t02060	9638.t02299	11676.t02283
55808	8362.t02061	9638.t02300	11676.t02284
55809	8362.t02062	9638.t02301	11676.t02285
55810	8362.t02063	9638.t02302	11676.t02286
55811	8362.t02064	9638.t02304	11676.t02288
55812	8362.t02065	9638.t02306	11676.t02290
55813	8362.t02066	9638.t02307	11676.t02291
55814	8362.t02067	9638.t02308	11676.t02292
55815	8362.t02068	9638.t02309	11676.t02293
55816	8362.t02069	9638.t02310	11676.t02294
55817	8362.t02070	9638.t02311	11676.t02295
55818	8362.t02071	9638.t02312	11676.t02296
55819	8362.t02072	9638.t02313	11676.t02297
55820	8362.t02073	9638.t02314	11676.t02298
55821	8362.t02074	9638.t02319	11676.t02303
55822	8362.t02075	9638.t02321	11676.t02305
55823	8362.t02076	9638.t02322	11676.t02306
55824	8362.t02077	9638.t02323	11676.t02307
55825	8362.t02078	9638.t02324	11676.t02308
55826	8362.t02079	9638.t02325	11676.t02309
55827	8362.t02080	9638.t02327	11676.t02311
55828	8362.t02081	9638.t02328	11676.t02312
55829	8362.t02082	9638.t02329	11676.t02313
55830	8362.t02083	9638.t02330	11676.t02314
55831	8362.t02084	9638.t02331	11676.t02315
55832	8362.t02085	9638.t02332	11676.t02316
55833	8362.t02086	9638.t02333	11676.t02317
55834	8362.t02087	9638.t02334	11676.t02318
55835	8362.t02088	9638.t02337	11676.t02321
55836	8362.t02089	9638.t02338	11676.t02322
55837	8362.t02090	9638.t02339	11676.t02323
55838	8362.t02091	9638.t02340	11676.t02324
55839	8362.t02092	9638.t02341	11676.t02325
55840	8362.t02093	9638.t02342	11676.t02326
55841	8362.t02094	9638.t02343	11676.t02327
55842	8362.t02095		
55843	8362.t02096	9638.t02346	11676.t02330
55844	8362.t02097	9638.t02348	11676.t02332
55845	8362.t02098	9638.t02349	11676.t02333
55846	8362.t02099	9638.t02350	11676.t02334
55847	8362.t02100	9638.t02351	11676.t02335
55848	8362.t02101	9638.t02354	11676.t02338
55849	8362.t02102	9638.t02356	11676.t02340
55850	8362.t02103	9638.t02357	11676.t02341
55851	8362.t02104	9638.t02358	11676.t02342
55852	8362.t02105	9638.t02359	11676.t02343
55853	8362.t02106	9638.t02360	11676.t02344
55854	8362.t02107	9638.t02361	11676.t02345
55855	8362.t02108	9638.t02362	11676.t02346
55856	8362.t02109	9638.t02363	11676.t02347
55857	8362.t02110	9638.t02364	11676.t02348
55858	8362.t02111	9638.t02365	11676.t02349
55859	8362.t02112	9638.t02366	11676.t02350
55860	8362.t02113	9638.t02367	11676.t02351
55861	8362.t02114	9638.t02369	11676.t02353
55862	8362.t02115	9638.t02370	11676.t02354
55863	8362.t02116	9638.t02371	11676.t02355
55864	8362.t02117	9638.t02372	11676.t02356
55865	8362.t02118	9638.t02373	11676.t02357
55866	8362.t02119	9638.t02376	11676.t02360
55867	8362.t02120	9638.t02377	11676.t02361
55868	8362.t02121	9638.t02379	11676.t02363
55869	8362.t02122	9638.t02380	11676.t02364
55870	8362.t02123	9638.t02381	11676.t02365
55871	8362.t02124	9638.t02382	11676.t02366
55872	8362.t02125	9638.t02383	11676.t02367
55873	8362.t02126	9638.t02384	11676.t02368
55874	8362.t02127	9638.t02385	11676.t02369
55875	8362.t02128	9638.t02387	11676.t02370
55876	8362.t02129	9638.t02388	11676.t02371
55877	8362.t02130	9638.t02389	11676.t02372
55878	8362.t02131	9638.t02390	11676.t02373
55879	8362.t02132	9638.t02391	11676.t02374
55880	8362.t02133	9638.t02392	11676.t02375
55881	8362.t02134	9638.t02393	11676.t02376
55882	8362.t02135	9638.t02397	11676.t02380
55883	8362.t02136	9638.t02399	11676.t02382
55884	8362.t02137	9638.t02400	11676.t02383
55885	8362.t02138	9638.t02401	11676.t02384
55886	8362.t02139	9638.t02402	11676.t02385
55887	8362.t02140	9638.t02404	11676.t02387
55888	8362.t02141	9638.t02405	11676.t02388
55889	8362.t02142	9638.t02407	11676.t02390
55890	8362.t02143	9638.t02408	11676.t02391
55891	8362.t02144	9638.t02409	11676.t02392
55892	8362.t02145	9638.t02411	11676.t02394
55893	8362.t02146	9638.t02412	11676.t02395
55894	8362.t02147	9638.t02414	11676.t02398
55895	8362.t02148	9638.t02415	11676.t02399
55896	8362.t02149	9638.t02416	11676.t02400
55897	8362.t02151	9638.t02417	11676.t02401
55898	8362.t02152	9638.t02418	11676.t02402
55899	8362.t02153	9638.t02419	11676.t02403
55900	8362.t02154	9638.t02420	11676.t02404
55901	8362.t02155	9638.t02421	11676.t02405
55902	8362.t02156	9638.t02422	11676.t02406
55903	8362.t02157	9638.t02423	11676.t02407
55904	8362.t02158	9638.t02424	11676.t02408
55905	8362.t02159	9638.t02425	11676.t02409
55906	8362.t02160	9638.t02426	11676.t02410
55907	8362.t02161	9638.t02427	11676.t02411
55908	8362.t02162	9638.t02428	11676.t02412
55909	8362.t02163	9638.t02429	11676.t02413
55910	8362.t02164	9638.t02430	11676.t02414
55911	8362.t02165	9638.t02431	11676.t02415
55912	8362.t02166	9638.t02432	11676.t02416
55913	8362.t02167	9638.t02433	11676.t02417
55914	8362.t02168	9638.t02434	11676.t02418
55915	8362.t02169	9638.t02435	11676.t02419
55916	8362.t02170	9638.t02436	11676.t02420
55917	8362.t02171	9638.t02437	11676.t02421
55918	8362.t02172	9638.t02438	11676.t02422
55919	8362.t02173	9638.t02439	11676.t02423
55920	8362.t02174	9638.t02440	11676.t02424
55921	8362.t02175	9638.t02441	11676.t02425
55922	8362.t02176	9638.t02442	11676.t02426
55923	8362.t02177	9638.t02443	11676.t02427
55924	8362.t02178	9638.t02444	11676.t02428
55925	8362.t02179	9638.t02445	11676.t02429
55926	8362.t02180	9638.t02446	11676.t02430
55927	8362.t02181	9638.t02447	11676.t02431
55928	8362.t02182	9638.t02448	11676.t02432
55929	8362.t02183	9638.t02449	11676.t02433
55930	8362.t02185	9638.t02450	11676.t02434
55931	8362.t02186	9638.t02451	11676.t02435
55932	8362.t02187	9638.t02452	11676.t02436
55933	8362.t02188	9638.t02453	11676.t02437
55934	8362.t02189	9638.t02454	11676.t02438
55935	8362.t02190	9638.t02455	11676.t02439
55936	8362.t02191	9638.t02456	11676.t02440
55937	8362.t02193	9638.t02457	11676.t02441
55938	8362.t02194	9638.t02458	11676.t02442
55939	8362.t02195	9638.t02459	11676.t02443
55940	8362.t02196	9638.t02460	11676.t02444
55941	8362.t02197	9638.t02461	11676.t02445
55942	8362.t02198	9638.t02462	11676.t02446
55943	8362.t02199	9638.t02463	11676.t02447
55944	8362.t02200	9638.t02464	11676.t02448
55945	8362.t02201	9638.t02465	11676.t02449
55946	8362.t02202	9638.t02466	11676.t02450
55947	8362.t02203	9638.t02467	11676.t02451
55948	8362.t02204	9638.t02468	11676.t02452
55949	8362.t02205	9638.t02469	11676.t02453
55950	8362.t02206	9638.t02470	11676.t02454
55951	8362.t02207	9638.t02471	11676.t02455
55952	8362.t02208	9638.t02472	11676.t02456
55953	8362.t02209	9638.t02473	11676.t02457
55954	8362.t02210	9638.t02474	11676.t02458
55955	8362.t02211	9638.t02475	11676.t02459
55956	8362.t02212	9638.t02476	11676.t02460
55957	8362.t02213	9638.t02477	11676.t02461
55958	8362.t02215	9638.t02478	11676.t02462
55959	8362.t02217	9638.t02480	11676.t02463
55960	8362.t02218	9638.t02481	11676.t02464
55961	8362.t02219	9638.t02482	11676.t02465
55962	8362.t02220	9638.t02483	11676.t02466
55963	8362.t02221	9638.t02484	11676.t02467
55964	8362.t02222	9638.t02485	11676.t02468
55965	8362.t02223	9638.t02486	11676.t02469
55966	8362.t02224	9638.t02487	11676.t02470
55967	8362.t02225	9638.t02488	11676.t02471
55968	8362.t02226	9638.t02489	11676.t02472
55969	8362.t02227	9638.t02490	11676.t02473
55970	8362.t02228	9638.t02491	11676.t02474
55971	8362.t02229	9638.t02492	11676.t02475
55972	8362.t02230	9638.t02493	11676.t02477
55973	8362.t02231	9638.t02494	11676.t02478
55974	8362.t02232	9638.t02495	11676.t02479
55975	8362.t02233	9638.t02496	11676.t02480
55976	8362.t02234	9638.t02497	11676.t02481
55977	8362.t02235	9638.t02498	11676.t02482
55978	8362.t02236	9638.t02499	11676.t02483
55979	8362.t02237	9638.t02500	11676.t02484
55980	8362.t02238		
55981	8362.t02239	9638.t02503	11676.t02488
55982	8362.t02240	9638.t02505	11676.t02490
